ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/NCIT_C100779,Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire,"",http://id.who.int/icd/entity/1228414013|http://id.who.int/icd/entity/1452836727|http://id.who.int/icd/entity/73014515|http://purl.obolibrary.org/obo/PROMOT_0100004,"","","","","","",http://purl.obolibrary.org/obo/PROMOT_0110001,Activity,"","","","","","",0.4048,Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire [0.338] | duration [0.261] | Cogstate Assessment Battery [0.259] || Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire [0.297] | Device [0.247] | Difficulty climbing stairs [0.223] || Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire [0.405] | information content entity [0.249] | duration [0.234] || Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire [0.366] | Device [0.285] | Four Stair Ascend Test Functional Test [0.269],PROMOT mapping: 'General tasks and demands' (LLM score: 0.3383) | Candidates: Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire [0.338] | duration [0.261] | Cogstate Assessment Battery [0.259] | PROMOT mapping: 'Household tasks' (LLM score: 0.297) | Candidates: Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire [0.297] | Device [0.247] | Difficulty climbing stairs [0.223] | PROMOT mapping: 'Work and employment' (LLM score: 0.4048) | Candidates: Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire [0.405] | information content entity [0.249] | duration [0.234] | PROMOT mapping: 'Activity related procedure' (LLM score: 0.366) | Candidates: Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire [0.366] | Device [0.285] | Four Stair Ascend Test Functional Test [0.269]
http://purl.obolibrary.org/obo/UBERON_0011648,jaw muscle,"",http://id.who.int/icd/entity/1233939003,http://purl.obolibrary.org/obo/HP_0003392|http://purl.obolibrary.org/obo/HP_0003427|http://purl.obolibrary.org/obo/HP_0008959|http://purl.obolibrary.org/obo/HP_0009005|http://purl.obolibrary.org/obo/HP_0009077|http://purl.obolibrary.org/obo/HP_0031177|http://purl.obolibrary.org/obo/HP_0033466,First dorsal interossei muscle weakness|Thenar muscle weakness|Distal upper limb muscle weakness|Weakness of the intrinsic hand muscles|Weakness of long finger extensor muscles|Finger flexor weakness|Weak grip,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","","",0.5431,jaw muscle [0.543] | Distal upper limb muscle weakness [0.542] | Abnormality of the musculature of the upper limbs [0.52],PROMOT mapping: 'Muscles of hand' (LLM score: 0.5431) | Candidates: jaw muscle [0.543] | Distal upper limb muscle weakness [0.542] | Abnormality of the musculature of the upper limbs [0.52]
http://purl.obolibrary.org/obo/UBERON_0001648,vestibulocochlear nerve,"",http://id.who.int/icd/entity/1255154286,"","","","","","","","","","","","","","",0.6478,vestibulocochlear nerve [0.648] | active vestibular Meniere disease [0.636] | vestibular organ [0.635],PROMOT mapping: 'Hearing and vestibular functions' (LLM score: 0.6478) | Candidates: vestibulocochlear nerve [0.648] | active vestibular Meniere disease [0.636] | vestibular organ [0.635]
http://purl.obolibrary.org/obo/HP_0034430,Abnormal joint physiology,"",http://id.who.int/icd/entity/1264948861|http://id.who.int/icd/entity/1748092144|http://id.who.int/icd/entity/462923277,http://purl.obolibrary.org/obo/HP_0001387|http://purl.obolibrary.org/obo/HP_0002804|http://purl.obolibrary.org/obo/HP_0002828,Joint stiffness|Arthrogryposis multiplex congenita|Multiple joint contractures,"","","","","","",http://id.who.int/icd/entity/1757783224,Mobility of several joints,"","","","",0.7109,Abnormal joint physiology [0.365] | Joint contracture [0.347] | Abnormality of joint mobility [0.336] || Abnormal joint physiology [0.459] | Abnormality of joint mobility [0.433] | Joint contracture [0.415] || Abnormal joint physiology [0.711] | Abnormality of joint mobility [0.603] | skeletal joint [0.592],PROMOT mapping: 'Stability of joint functions' (LLM score: 0.3653) | Candidates: Abnormal joint physiology [0.365] | Joint contracture [0.347] | Abnormality of joint mobility [0.336] | PROMOT mapping: 'Stability of a single joint' (LLM score: 0.4591) | Candidates: Abnormal joint physiology [0.459] | Abnormality of joint mobility [0.433] | Joint contracture [0.415] | PROMOT mapping: 'Joints' (LLM score: 0.7109) | Candidates: Abnormal joint physiology [0.711] | Abnormality of joint mobility [0.603] | skeletal joint [0.592]
http://purl.obolibrary.org/obo/HP_0001824,Weight loss,"",http://id.who.int/icd/entity/1266389839|http://id.who.int/icd/entity/583874291|http://id.who.int/icd/entity/862066979|http://purl.obolibrary.org/obo/PROMOT_0032002,http://purl.obolibrary.org/obo/HP_0004325,Decreased body weight,"","","","","","","","",http://id.who.int/icd/entity/583874291|http://purl.obolibrary.org/obo/PROMOT_0110001,Managing diet and fitness|Activity,"","",0.4591,Weight loss [0.388] | Abnormality of joint mobility [0.348] | Joint contracture [0.347] || Weight loss [0.459] | nutritional disorder [0.429] | Lipodystrophy [0.37] || Weight loss [0.421] | Increased muscle fatiguability [0.325] | Timed Up and Go Functional Test [0.276] || Weight loss [0.453] | body proper [0.408] | Abnormal musculoskeletal physiology [0.406],PROMOT mapping: 'Changing and maintaining body position' (LLM score: 0.3878) | Candidates: Weight loss [0.388] | Abnormality of joint mobility [0.348] | Joint contracture [0.347] | PROMOT mapping: 'Managing diet and fitness' (LLM score: 0.4591) | Candidates: Weight loss [0.459] | nutritional disorder [0.429] | Lipodystrophy [0.37] | PROMOT mapping: 'Weight maintenance functions' (LLM score: 0.4212) | Candidates: Weight loss [0.421] | Increased muscle fatiguability [0.325] | Timed Up and Go Functional Test [0.276] | PROMOT mapping: 'Activity related body function' (LLM score: 0.4533) | Candidates: Weight loss [0.453] | body proper [0.408] | Abnormal musculoskeletal physiology [0.406]
http://purl.obolibrary.org/obo/UBERON_0008338,plantar part of pes,"",http://id.who.int/icd/entity/1278239861|http://id.who.int/icd/entity/933576740,http://purl.obolibrary.org/obo/HP_0001761|http://purl.obolibrary.org/obo/HP_0009027|http://purl.obolibrary.org/obo/HP_0009053|http://purl.obolibrary.org/obo/HP_0031374,Pes cavus|Foot dorsiflexor weakness|Distal lower limb muscle weakness|Ankle weakness,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","","",0.6064,plantar part of pes [0.564] | pes [0.499] | pelvic appendage bud mesenchyme [0.497] || plantar part of pes [0.606] | embryonic footplate [0.592] | plantar nerve [0.519],PROMOT mapping: 'Muscles of ankle and foot' (LLM score: 0.5643) | Candidates: plantar part of pes [0.564] | pes [0.499] | pelvic appendage bud mesenchyme [0.497] | PROMOT mapping: 'Structure of ankle and foot' (LLM score: 0.6064) | Candidates: plantar part of pes [0.606] | embryonic footplate [0.592] | plantar nerve [0.519]
http://purl.obolibrary.org/obo/HP_0003376,Steppage gait,"",http://id.who.int/icd/entity/1328466963|http://id.who.int/icd/entity/919003335,http://purl.obolibrary.org/obo/HP_0002505|http://purl.obolibrary.org/obo/HP_0002515|http://purl.obolibrary.org/obo/HP_0009046|http://purl.obolibrary.org/obo/HP_0001270,Loss of ambulation|Waddling gait|Difficulty running|Motor delay,"","","","","","","","",http://id.who.int/icd/entity/1550548595|http://id.who.int/icd/entity/412494151,Walking|Running,"","",0.5178,Steppage gait [0.518] | Tip-toe gait [0.432] | Four Stair Descend Test Functional Test [0.388] || Steppage gait [0.33] | pit [0.3] | pedal digitopodium bone [0.296],PROMOT mapping: 'Gait pattern functions' (LLM score: 0.5178) | Candidates: Steppage gait [0.518] | Tip-toe gait [0.432] | Four Stair Descend Test Functional Test [0.388] | PROMOT mapping: 'Crawling' (LLM score: 0.3295) | Candidates: Steppage gait [0.33] | pit [0.3] | pedal digitopodium bone [0.296]
http://purl.obolibrary.org/obo/MONDO_0005137,nutritional disorder,"",http://id.who.int/icd/entity/1328675264|http://id.who.int/icd/entity/871682135,http://purl.obolibrary.org/obo/HP_0000183|http://purl.obolibrary.org/obo/HP_0002033|http://purl.obolibrary.org/obo/HP_0002068|http://purl.obolibrary.org/obo/HP_0005216|http://purl.obolibrary.org/obo/HP_0011470|http://purl.obolibrary.org/obo/HP_0011471|http://purl.obolibrary.org/obo/HP_0012473|http://purl.obolibrary.org/obo/HP_0025156|http://purl.obolibrary.org/obo/HP_0030193|http://purl.obolibrary.org/obo/HP_0030319|http://purl.obolibrary.org/obo/HP_0030842|http://purl.obolibrary.org/obo/HP_0030884|http://purl.obolibrary.org/obo/HP_0031063|http://purl.obolibrary.org/obo/HP_0031146|http://purl.obolibrary.org/obo/HP_0031162|http://purl.obolibrary.org/obo/HP_0032043|http://purl.obolibrary.org/obo/HP_0033994|http://purl.obolibrary.org/obo/HP_0040288|http://purl.obolibrary.org/obo/HP_0200136,Tongue muscle weakness|Poor suck|Neuromuscular dysphagia|Impaired mastication|Nasogastric tube feeding in infancy|Gastrostomy tube feeding in infancy|Tongue atrophy|Dependency on intravenous nutrition|Fatigable weakness of chewing muscles|Weakness of facial musculature|Choking episodes|Gastrojejunal tube feeding in infancy|Impaired feeding ability|Impaired oral bolus formation|Impaired oropharyngeal swallow response|Odynophagia|Dependency on parenteral nutrition|Nasogastric tube feeding|Oral-pharyngeal dysphagia,"","","","","","","","","","","","",0.4667,nutritional disorder [0.467] | Eating Assessment Tool-10 [0.434] | Abnormality of the digestive system [0.381] || nutritional disorder [0.303] | food storage organ [0.28] | stomach [0.273],PROMOT mapping: 'Eating' (LLM score: 0.4667) | Candidates: nutritional disorder [0.467] | Eating Assessment Tool-10 [0.434] | Abnormality of the digestive system [0.381] | PROMOT mapping: 'Preparing meals' (LLM score: 0.3028) | Candidates: nutritional disorder [0.303] | food storage organ [0.28] | stomach [0.273]
http://purl.obolibrary.org/obo/HP_0002540,Inability to walk,"",http://id.who.int/icd/entity/1334556216|http://id.who.int/icd/entity/1550548595,http://purl.obolibrary.org/obo/HP_0002141|http://purl.obolibrary.org/obo/HP_0002359|http://purl.obolibrary.org/obo/HP_0002505|http://purl.obolibrary.org/obo/HP_0002515|http://purl.obolibrary.org/obo/HP_0031936,Gait imbalance|Frequent falls|Loss of ambulation|Waddling gait|Delayed ability to walk|Delayed ability to walk ,"","","","","","","","","","","","",0.4919,Inability to walk [0.453] | movement disorder [0.44] | Difficulty climbing stairs [0.431] || Inability to walk [0.492] | Difficulty climbing stairs [0.438] | Steppage gait [0.411],PROMOT mapping: 'Walking and Moving' (LLM score: 0.4534) | Candidates: Inability to walk [0.453] | movement disorder [0.44] | Difficulty climbing stairs [0.431] | PROMOT mapping: 'Walking' (LLM score: 0.4919) | Candidates: Inability to walk [0.492] | Difficulty climbing stairs [0.438] | Steppage gait [0.411]
http://purl.obolibrary.org/obo/HP_0011446,Abnormality of mental function,"",http://id.who.int/icd/entity/134464731|http://id.who.int/icd/entity/1363559646|http://id.who.int/icd/entity/1811133755|http://id.who.int/icd/entity/882590883|http://purl.obolibrary.org/obo/PROMOT_0032001,http://purl.obolibrary.org/obo/HP_0001249,Intellectual disability,"","","","","","","","",http://id.who.int/icd/entity/2011053685,Learning and applying knowledge,"","",0.5928,Abnormality of mental function [0.593] | perceptual disorders [0.45] | non-connected functional system [0.412] || Abnormality of mental function [0.583] | perceptual disorders [0.436] | cognitive disorder [0.415] || Abnormality of mental function [0.436] | perceptual disorders [0.421] | cognitive disorder [0.384] || Abnormality of mental function [0.503] | non-connected functional system [0.409] | future brain [0.356] || Abnormality of mental function [0.497] | Congenital onset [0.494] | Phenotypic abnormality [0.489],PROMOT mapping: 'Specific mental functions' (LLM score: 0.5928) | Candidates: Abnormality of mental function [0.593] | perceptual disorders [0.45] | non-connected functional system [0.412] | PROMOT mapping: 'Mental functions' (LLM score: 0.5825) | Candidates: Abnormality of mental function [0.583] | perceptual disorders [0.436] | cognitive disorder [0.415] | PROMOT mapping: 'Mental functions of language' (LLM score: 0.4364) | Candidates: Abnormality of mental function [0.436] | perceptual disorders [0.421] | cognitive disorder [0.384] | PROMOT mapping: 'Global mental functions' (LLM score: 0.5031) | Candidates: Abnormality of mental function [0.503] | non-connected functional system [0.409] | future brain [0.356] | PROMOT mapping: 'abnormal disposition' (LLM score: 0.4966) | Candidates: Abnormality of mental function [0.497] | Congenital onset [0.494] | Phenotypic abnormality [0.489]
http://purl.obolibrary.org/obo/HP_0004347,Weakness of muscles of respiration,"",http://id.who.int/icd/entity/1360101629|http://id.who.int/icd/entity/495844982,http://purl.obolibrary.org/obo/HP_0032341|http://purl.obolibrary.org/obo/HP_0002643|http://purl.obolibrary.org/obo/HP_0002878|http://purl.obolibrary.org/obo/HP_0004885|http://purl.obolibrary.org/obo/HP_0004887|http://purl.obolibrary.org/obo/HP_0004889|http://purl.obolibrary.org/obo/HP_0005949|http://purl.obolibrary.org/obo/HP_0012497,Reduced forced vital capacity|Neonatal respiratory distress|Respiratory failure|Episodic respiratory distress|Respiratory failure requiring assisted ventilation|Intermittent episodes of respiratory insufficiency due to muscle weakness|Apneic episodes in infancy|Reduced maximal expiratory pressure,"","","","","","",http://id.who.int/icd/entity/1360101629|http://id.who.int/icd/entity/446199613,Respiratory muscle functions|Respiration functions,"","","","",0.6879,"Weakness of muscles of respiration [0.636] | Respiratory insufficiency due to muscle weakness [0.61] | Abnormal respiratory system physiology [0.561] || Weakness of muscles of respiration [0.688] | respiratory system [0.505] | skeletal muscle organ, vertebrate [0.492]","PROMOT mapping: 'Respiratory muscle functions' (LLM score: 0.6359) | Candidates: Weakness of muscles of respiration [0.636] | Respiratory insufficiency due to muscle weakness [0.61] | Abnormal respiratory system physiology [0.561] | PROMOT mapping: 'Muscles of respiration' (LLM score: 0.6879) | Candidates: Weakness of muscles of respiration [0.688] | respiratory system [0.505] | skeletal muscle organ, vertebrate [0.492]"
http://purl.obolibrary.org/obo/HP_0002943,Thoracic scoliosis,"",http://id.who.int/icd/entity/1364393443|http://id.who.int/icd/entity/178625206,http://purl.obolibrary.org/obo/HP_0002751|http://purl.obolibrary.org/obo/HP_0003306|http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_6000327,Kyphoscoliosis|Spinal rigidity|Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Thoracic cage flatness,"","","","","","","","","","","","",0.7083,Thoracic scoliosis [0.708] | Lumbar scoliosis [0.588] | Spinal rigidity [0.532] || Thoracic scoliosis [0.54] | thoracic segment of trunk [0.498] | thoracic cavity artery [0.457],PROMOT mapping: 'Thoracic vertebral column' (LLM score: 0.7083) | Candidates: Thoracic scoliosis [0.708] | Lumbar scoliosis [0.588] | Spinal rigidity [0.532] | PROMOT mapping: 'Thoracic cage' (LLM score: 0.5398) | Candidates: Thoracic scoliosis [0.54] | thoracic segment of trunk [0.498] | thoracic cavity artery [0.457]
http://purl.obolibrary.org/obo/HP_0032443,Past medical history,"",http://id.who.int/icd/entity/1398348540|http://purl.obolibrary.org/obo/PROMOT_0010003,"","","","","","","","","","","","","","",0.4323,Past medical history [0.409] | Myotonic Dystrophy Health Index [0.368] | Young adult onset [0.361] || Past medical history [0.432] | Medication history [0.384] | Clinical course [0.357],PROMOT mapping: 'Looking after one's health' (LLM score: 0.409) | Candidates: Past medical history [0.409] | Myotonic Dystrophy Health Index [0.368] | Young adult onset [0.361] | PROMOT mapping: 'statement about a patient' (LLM score: 0.4323) | Candidates: Past medical history [0.432] | Medication history [0.384] | Clinical course [0.357]
http://purl.obolibrary.org/obo/HP_0004308,Ventricular arrhythmia,"",http://id.who.int/icd/entity/1399000785,"","","","","","","","","","","","","","",0.4653,Ventricular arrhythmia [0.465] | cardiac ventricle [0.409] | cardiac ventricle disorder [0.402],PROMOT mapping: 'Contraction force of ventricular muscles' (LLM score: 0.4653) | Candidates: Ventricular arrhythmia [0.465] | cardiac ventricle [0.409] | cardiac ventricle disorder [0.402]
http://purl.obolibrary.org/obo/UBERON_0008202,bone of hip region,"",http://id.who.int/icd/entity/1401748164|http://id.who.int/icd/entity/213893837,http://purl.obolibrary.org/obo/HP_0001374|http://purl.obolibrary.org/obo/HP_0004322,Congenital hip dislocation|Short stature,"","","","","","",http://id.who.int/icd/entity/1748092144,Stability of a single joint,"","","","",0.7426,bone of hip region [0.743] | hip [0.732] | Abnormal joint physiology [0.644] || bone of hip region [0.566] | bone inflammation disease [0.555] | bone marrow [0.55],PROMOT mapping: 'Hip joint' (LLM score: 0.7426) | Candidates: bone of hip region [0.743] | hip [0.732] | Abnormal joint physiology [0.644] | PROMOT mapping: 'Bones' (LLM score: 0.5655) | Candidates: bone of hip region [0.566] | bone inflammation disease [0.555] | bone marrow [0.55]
http://purl.obolibrary.org/obo/HP_0001336,Myoclonus,"",http://id.who.int/icd/entity/1405368356,http://purl.obolibrary.org/obo/HP_0003394,Muscle spasm,"","","","","","","","","","","","",0.5192,Myoclonus [0.519] | Myotonia [0.506] | Abnormality of peripheral nervous system electrophysiology [0.506],PROMOT mapping: 'Sensations related to muscles and movement functions' (LLM score: 0.5192) | Candidates: Myoclonus [0.519] | Myotonia [0.506] | Abnormality of peripheral nervous system electrophysiology [0.506]
http://purl.obolibrary.org/obo/UBERON_0001016,nervous system,"",http://id.who.int/icd/entity/1419635799,"","","","","","","","","","","","","","",0.6816,nervous system [0.682] | nervous system cell part layer [0.606] | central nervous system [0.575],PROMOT mapping: 'Structures of the nervous system' (LLM score: 0.6816) | Candidates: nervous system [0.682] | nervous system cell part layer [0.606] | central nervous system [0.575]
http://purl.obolibrary.org/obo/MONDO_0015793,moderate multiminicore disease with hand involvement,"",http://id.who.int/icd/entity/142318995|http://purl.obolibrary.org/obo/PROMOT_0010064,"","","","","","","","","","","","","","",0.512,moderate multiminicore disease with hand involvement [0.483] | lateral structure [0.483] | developing anatomical structure [0.449] || moderate multiminicore disease with hand involvement [0.512] | Handgrip myotonia [0.421] | asymmetric motor neuropathy [0.411],PROMOT mapping: 'Structure of hand' (LLM score: 0.4831) | Candidates: moderate multiminicore disease with hand involvement [0.483] | lateral structure [0.483] | developing anatomical structure [0.449] | PROMOT mapping: 'Unrecorded handedness' (LLM score: 0.512) | Candidates: moderate multiminicore disease with hand involvement [0.512] | Handgrip myotonia [0.421] | asymmetric motor neuropathy [0.411]
http://purl.obolibrary.org/obo/MONDO_0019079,proximal spinal muscular atrophy,"",http://id.who.int/icd/entity/1426392298,"","","","","","","","","","","","","","",0.4934,proximal spinal muscular atrophy [0.493] | Proximal muscle weakness [0.46] | Proximal upper limb muscle weakness [0.452],PROMOT mapping: 'proximal' (LLM score: 0.4934) | Candidates: proximal spinal muscular atrophy [0.493] | Proximal muscle weakness [0.46] | Proximal upper limb muscle weakness [0.452]
http://purl.obolibrary.org/obo/HP_0003470,Paralysis,"",http://id.who.int/icd/entity/1434015402,http://purl.obolibrary.org/obo/HP_0002522|http://purl.obolibrary.org/obo/HP_0002600,Areflexia of lower limbs|Hyporeflexia of lower limbs,"","","","","","","","","","","","",0.4949,Paralysis [0.495] | Spasticity [0.484] | Muscle mounding [0.455],PROMOT mapping: 'Stretch motor reflex' (LLM score: 0.4949) | Candidates: Paralysis [0.495] | Spasticity [0.484] | Muscle mounding [0.455]
http://purl.obolibrary.org/obo/HP_0000729,Autistic behavior,"",http://id.who.int/icd/entity/1436113794|http://id.who.int/icd/entity/982325691,"","","","","","","","","","","","","","",0.3085,Autistic behavior [0.211] | Domain Delta Questionnaire [0.207] | complex neurodevelopmental disorder [0.203] || Autistic behavior [0.309] | mesenchyme from somatopleure [0.279] | structure [0.276],"PROMOT mapping: 'Community, social and civic life' (LLM score: 0.2114) | Candidates: Autistic behavior [0.211] | Domain Delta Questionnaire [0.207] | complex neurodevelopmental disorder [0.203] | PROMOT mapping: 'Interpersonal interactions and relationships' (LLM score: 0.3085) | Candidates: Autistic behavior [0.309] | mesenchyme from somatopleure [0.279] | structure [0.276]"
http://purl.obolibrary.org/obo/HP_0033127,Abnormality of the musculoskeletal system,"",http://id.who.int/icd/entity/1438965984,"","","","","","","","","","","","","","",0.5711,Abnormality of the musculoskeletal system [0.571] | muscle structure [0.55] | musculoskeletal system [0.534],PROMOT mapping: 'Additional musculoskeletal structures related to movement' (LLM score: 0.5711) | Candidates: Abnormality of the musculoskeletal system [0.571] | muscle structure [0.55] | musculoskeletal system [0.534]
http://purl.obolibrary.org/obo/NCIT_C172435,Sit to Stand Test,"",http://id.who.int/icd/entity/1462755743|http://id.who.int/icd/entity/485719194|http://id.who.int/icd/entity/623565657|http://id.who.int/icd/entity/855039967,http://purl.obolibrary.org/obo/HP_0001270,Motor delay,"","","","","","","","","","","","",0.553,Sit to Stand Test [0.458] | Step Test [0.364] | Falls [0.309] || Sit to Stand Test [0.536] | Step Test [0.374] | Supine-to-Sit Test [0.359] || Sit to Stand Test [0.553] | Supine-to-Sit Test [0.485] | Waddling gait [0.361] || Sit to Stand Test [0.494] | Supine-to-Sit Test [0.467] | Vertigo [0.304],PROMOT mapping: 'Standing' (LLM score: 0.4582) | Candidates: Sit to Stand Test [0.458] | Step Test [0.364] | Falls [0.309] | PROMOT mapping: 'Maintaining a standing position' (LLM score: 0.5362) | Candidates: Sit to Stand Test [0.536] | Step Test [0.374] | Supine-to-Sit Test [0.359] | PROMOT mapping: 'Maintaining a sitting position' (LLM score: 0.553) | Candidates: Sit to Stand Test [0.553] | Supine-to-Sit Test [0.485] | Waddling gait [0.361] | PROMOT mapping: 'Sitting' (LLM score: 0.4938) | Candidates: Sit to Stand Test [0.494] | Supine-to-Sit Test [0.467] | Vertigo [0.304]
http://purl.obolibrary.org/obo/UBERON_0000165,mouth,"",http://id.who.int/icd/entity/1470583183|http://id.who.int/icd/entity/1754034822,http://purl.obolibrary.org/obo/HP_0002643|http://purl.obolibrary.org/obo/HP_0002878|http://purl.obolibrary.org/obo/HP_0004885|http://purl.obolibrary.org/obo/HP_0004887|http://purl.obolibrary.org/obo/HP_0004889|http://purl.obolibrary.org/obo/HP_0005949,Neonatal respiratory distress|Respiratory failure|Episodic respiratory distress|Respiratory failure requiring assisted ventilation|Intermittent episodes of respiratory insufficiency due to muscle weakness|Apneic episodes in infancy,"","","","","","","","","","","","",0.6874,mouth [0.521] | larynx [0.52] | Wheezing [0.517] || mouth [0.687] | mouth-foregut junction [0.649] | future mouth [0.609],PROMOT mapping: 'Functions of breathing through the mouth' (LLM score: 0.5206) | Candidates: mouth [0.521] | larynx [0.52] | Wheezing [0.517] | PROMOT mapping: 'Structure of mouth' (LLM score: 0.6874) | Candidates: mouth [0.687] | mouth-foregut junction [0.649] | future mouth [0.609]
http://purl.obolibrary.org/obo/UBERON_0006056,posterior surface of head,"",http://id.who.int/icd/entity/1474003417|http://id.who.int/icd/entity/169456190|http://id.who.int/icd/entity/436620656,http://purl.obolibrary.org/obo/HP_0001270|http://purl.obolibrary.org/obo/HP_0003306,Motor delay|Spinal rigidity,"","","","","","",http://id.who.int/icd/entity/248265067,Mobility of joint functions,"","","","",0.6832,posterior surface of head [0.565] | head [0.46] | skull [0.407] || posterior surface of head [0.587] | nerve of head region [0.58] | craniocervical region [0.554] || posterior surface of head [0.683] | skull [0.661] | nerve of head region [0.653],PROMOT mapping: 'Maintaining head position' (LLM score: 0.5652) | Candidates: posterior surface of head [0.565] | head [0.46] | skull [0.407] | PROMOT mapping: 'Joints of head and neck region' (LLM score: 0.5867) | Candidates: posterior surface of head [0.587] | nerve of head region [0.58] | craniocervical region [0.554] | PROMOT mapping: 'Structure of head and neck region' (LLM score: 0.6832) | Candidates: posterior surface of head [0.683] | skull [0.661] | nerve of head region [0.653]
http://purl.obolibrary.org/obo/UBERON_0013701,main body axis,"",http://id.who.int/icd/entity/150502901,"","","","","","","","","","","","","","",0.3773,main body axis [0.377] | Beevor's sign [0.357] | body proper [0.336],PROMOT mapping: 'Changing basic body position' (LLM score: 0.3773) | Candidates: main body axis [0.377] | Beevor's sign [0.357] | body proper [0.336]
http://purl.obolibrary.org/obo/HP_0010550,Paraplegia,"",http://id.who.int/icd/entity/1515853559,http://purl.obolibrary.org/obo/HP_0003326,Myalgia,"","","","","","","","","","","","",0.5744,Paraplegia [0.574] | meralgia paresthetica [0.546] | paraplegia [0.527],PROMOT mapping: 'Pain in lower limb' (LLM score: 0.5744) | Candidates: Paraplegia [0.574] | meralgia paresthetica [0.546] | paraplegia [0.527]
